Date,Open,High,Low,Close,Volume
2022-07-22,337.760009765625,350.0799865722656,336.79998779296875,342.3999938964844,169938
2022-07-25,320.9599914550781,338.7200012207031,320.6400146484375,338.3999938964844,319219
2022-07-26,343.0400085449219,349.5199890136719,339.5199890136719,346.7200012207031,188069
2022-07-27,339.20001220703125,343.5199890136719,335.5199890136719,340.9599914550781,163756
2022-07-28,338.55999755859375,345.44000244140625,331.20001220703125,333.1199951171875,141038
2022-07-29,335.0400085449219,339.20001220703125,331.67999267578125,335.0400085449219,111419
2022-08-01,343.67999267578125,348.79998779296875,336.0,348.79998779296875,159313
2022-08-02,350.8800048828125,352.32000732421875,340.32000732421875,346.3999938964844,116125
2022-08-03,340.32000732421875,352.6400146484375,336.32000732421875,351.20001220703125,133056
2022-08-04,354.3999938964844,354.3999938964844,341.1199951171875,341.1199951171875,108394
2022-08-05,349.1199951171875,351.3599853515625,340.9599914550781,344.0,109163
2022-08-08,341.6000061035156,358.7200012207031,341.6000061035156,353.1199951171875,126706
2022-08-09,357.1199951171875,358.0799865722656,348.9599914550781,351.0400085449219,51750
2022-08-10,344.79998779296875,351.67999267578125,342.7200012207031,343.0400085449219,96431
2022-08-11,343.0400085449219,349.760009765625,337.2799987792969,347.0400085449219,95119
2022-08-12,345.1199951171875,352.79998779296875,345.1199951171875,352.79998779296875,95500
2022-08-15,356.4800109863281,356.4800109863281,338.3999938964844,343.8399963378906,125819
2022-08-16,341.9200134277344,343.8399963378906,337.1199951171875,340.6400146484375,98713
2022-08-17,344.0,346.7200012207031,336.32000732421875,337.6000061035156,91956
2022-08-18,338.3999938964844,340.1600036621094,337.44000244140625,338.239990234375,67106
2022-08-19,341.6000061035156,344.0,338.3999938964844,338.55999755859375,94831
2022-08-22,345.9200134277344,346.3999938964844,336.32000732421875,339.5199890136719,150056
2022-08-23,337.9200134277344,339.0400085449219,320.9599914550781,322.239990234375,210906
2022-08-24,322.3999938964844,322.55999755859375,313.5199890136719,316.79998779296875,93444
2022-08-25,312.32000732421875,316.0799865722656,307.3599853515625,315.20001220703125,77869
2022-08-26,312.0,339.20001220703125,311.8399963378906,322.3999938964844,207138
2022-08-29,324.4800109863281,324.7200012207031,311.5199890136719,315.3599853515625,142050
2022-08-30,315.20001220703125,321.2799987792969,309.1199951171875,311.67999267578125,96931
2022-08-31,309.6000061035156,310.7200012207031,304.6400146484375,307.8399963378906,88238
2022-09-01,305.9200134277344,317.760009765625,305.9200134277344,311.0400085449219,107088
2022-09-02,307.20001220703125,310.3999938964844,299.5840148925781,305.44000244140625,139263
2022-09-06,301.1199951171875,313.0880126953125,300.0,308.0,82413
2022-09-07,310.55999755859375,311.20001220703125,293.44000244140625,296.79998779296875,101406
2022-09-08,298.3999938964844,299.67999267578125,289.6000061035156,291.5199890136719,133369
2022-09-09,292.0,296.0,288.1600036621094,295.5199890136719,96281
2022-09-12,292.0,293.31201171875,288.4800109863281,290.3999938964844,118838
2022-09-13,298.3999938964844,310.2720031738281,294.7200012207031,304.1600036621094,174344
2022-09-14,303.67999267578125,309.9200134277344,302.3999938964844,305.44000244140625,90138
2022-09-15,304.4800109863281,310.3999938964844,301.1199951171875,306.3999938964844,123138
2022-09-16,316.4800109863281,320.0,314.3999938964844,316.9599914550781,166931
2022-09-19,303.0400085449219,303.5199890136719,285.6000061035156,287.8399963378906,406988
2022-09-20,290.0799865722656,297.0400085449219,286.239990234375,294.55999755859375,153869
2022-09-21,291.0400085449219,302.3999938964844,285.760009765625,301.760009765625,205238
2022-09-22,299.20001220703125,307.44000244140625,296.9599914550781,302.55999755859375,151250
2022-09-23,308.1600036621094,333.44000244140625,308.1600036621094,317.1199951171875,352581
2022-09-26,325.44000244140625,332.4800109863281,313.1199951171875,328.9599914550781,396569
2022-09-27,320.9599914550781,342.8800048828125,319.67999267578125,335.20001220703125,213200
2022-09-28,332.79998779296875,337.9200134277344,317.1199951171875,321.1199951171875,263475
2022-09-29,329.6000061035156,344.0,329.2799987792969,329.9200134277344,294869
2022-09-30,331.20001220703125,339.3599853515625,320.32000732421875,339.3599853515625,189338
2022-10-03,327.67999267578125,330.55999755859375,316.239990234375,322.3999938964844,230588
2022-10-04,309.760009765625,314.3999938964844,306.8800048828125,310.239990234375,220856
2022-10-05,315.8399963378906,322.3999938964844,310.0799865722656,312.32000732421875,154019
2022-10-06,310.8800048828125,323.0400085449219,308.32000732421875,321.44000244140625,107975
2022-10-07,325.6000061035156,337.3599853515625,324.79998779296875,334.55999755859375,195088
2022-10-10,336.9599914550781,351.1839904785156,336.32000732421875,342.8800048828125,146525
2022-10-11,345.44000244140625,352.9599914550781,337.1199951171875,348.1600036621094,169619
2022-10-12,346.239990234375,349.3599853515625,341.1199951171875,344.6400146484375,197713
2022-10-13,351.8399963378906,351.8399963378906,332.1600036621094,335.67999267578125,318381
2022-10-14,328.9599914550781,348.9599914550781,326.8800048828125,343.20001220703125,303431
2022-10-17,332.9599914550781,334.55999755859375,326.3999938964844,333.44000244140625,214606
2022-10-18,326.8800048828125,335.5199890136719,325.44000244140625,327.0400085449219,191800
2022-10-19,329.2799987792969,334.79998779296875,324.79998779296875,329.6000061035156,197431
2022-10-20,327.67999267578125,330.239990234375,318.7200012207031,325.2799987792969,162744
2022-10-21,323.67999267578125,325.2799987792969,317.2799987792969,324.0,170256
2022-10-24,320.4800109863281,328.9599914550781,318.0799865722656,319.0400085449219,116450
2022-10-25,319.3599853515625,320.32000732421875,305.9200134277344,306.7200012207031,156606
2022-10-26,308.9599914550781,309.2799987792969,298.2239990234375,299.67999267578125,181856
2022-10-27,298.239990234375,299.5199890136719,292.1600036621094,293.760009765625,152056
2022-10-28,293.9200134277344,294.0799865722656,284.4800109863281,286.8800048828125,238619
2022-10-31,289.1199951171875,289.1199951171875,281.9200134277344,282.55999755859375,130469
2022-11-01,279.8399963378906,284.1600036621094,279.0400085449219,279.8399963378906,154881
2022-11-02,281.760009765625,288.4800109863281,276.9599914550781,287.0400085449219,234150
2022-11-03,290.55999755859375,294.1600036621094,278.7200012207031,281.1199951171875,179450
2022-11-04,274.8800048828125,283.5199890136719,269.3599853515625,277.6000061035156,329250
2022-11-07,276.0,278.7200012207031,271.67999267578125,274.55999755859375,187031
2022-11-08,272.32000732421875,285.2799987792969,271.8399963378906,282.55999755859375,349381
2022-11-09,283.20001220703125,293.2799987792969,282.7200012207031,291.3599853515625,273200
2022-11-10,274.8800048828125,277.42401123046875,268.79998779296875,275.3599853515625,423844
