Date,Open,High,Low,Close,Volume
2022-07-22,382.33392157500526,383.5415140516764,376.4204418031425,378.66314697265625,72197300
2022-07-25,379.2957084950685,379.98577387251356,376.8613071289796,379.1231994628906,53631500
2022-07-26,377.46511570458495,377.67596982554784,373.7368673710051,374.6377868652344,52946400
2022-07-27,377.96352890342024,386.1293083130288,377.6664202322829,384.3658142089844,82342100
2022-07-28,385.18041613085296,389.8862446661955,381.595896244646,389.1866149902344,73966600
2022-07-29,390.6338269277498,395.85724121543365,389.8575070481192,394.8604736328125,87003700
2022-08-01,392.1385832822445,396.2214727339876,391.4197663646128,393.69122314453125,69997500
2022-08-02,392.1097669551439,395.8284505407473,389.90540713830745,391.0938415527344,63435400
2022-08-03,393.2407844952222,398.3971028077951,392.9532694122202,397.21826171875,67820600
2022-08-04,397.14152656986414,397.8315919396826,395.29177816491114,396.9498596191406,45656600
2022-08-05,392.62740395055863,396.93071204440923,392.5699009347322,396.27899169921875,56814900
2022-08-08,397.9849529544983,400.25640965580175,394.70713505409947,395.81890869140625,53886100
2022-08-09,395.08092372444605,395.5888864789882,393.16407872636495,394.2471008300781,44931800
2022-08-10,401.36820992546006,402.67167985348516,399.3938617355903,402.52789306640625,68665700
2022-08-11,405.4031608282054,407.2816901583375,401.7803246182879,402.52789306640625,59489700
2022-08-12,404.4830757106954,409.4476975994692,403.52465314149265,409.34228515625,61694500
2022-08-15,407.10913850847487,411.55623320689836,407.05163549502413,411.0290832519531,54048300
2022-08-16,409.94604357332554,413.7797333593474,409.13137864404956,411.8341369628906,59289000
2022-08-17,408.201726423682,411.64245965460236,406.8886922915426,408.91094970703125,63563400
2022-08-18,409.11225343890715,410.7894929743216,407.8088127536356,410.0994567871094,49023200
2022-08-19,407.31041745274166,407.5787745912739,403.70673937925136,404.5885009765625,68016900
2022-08-22,399.71011686932195,399.8826551591266,395.2534578159519,396.1639709472656,77695600
2022-08-23,395.73271769696686,398.1479615635023,394.64969539157454,395.2055969238281,49105200
2022-08-24,394.9755065074639,397.8507741826976,394.28547034419364,396.4706726074219,49177800
2022-08-25,397.9753576980948,402.11575000266055,396.8731776502491,402.0678405761719,50942300
2022-08-26,401.95285820299955,402.49913684230063,388.40074893846173,388.458251953125,103087000
2022-08-29,385.4775033051309,388.96614565283846,384.5190808993486,385.8896179199219,65370800
2022-08-30,387.0589906522677,387.298596313282,379.53536704667073,381.6534729003906,85652400
2022-08-31,383.30186555632406,384.5573965674485,378.61519520344876,378.7493591308594,76029700
2022-09-01,376.55463590342487,380.2828842768954,373.8231258863221,379.9378662109375,78740100
2022-09-02,383.63736589060966,384.86414554867446,374.1010500983495,375.931640625,99632100
2022-09-06,376.7846402276361,377.73346913831426,372.2704784647713,374.51318359375,76637400
2022-09-07,374.1968912357354,382.0176223786145,373.9764727789939,381.2413024902344,70964200
2022-09-08,378.9506360162536,384.19317831662653,377.7334208836252,383.733154296875,80821700
2022-09-09,385.9950541542698,390.566748031032,385.72669703404705,389.694580078125,76706900
2022-09-12,391.7839563948969,394.61131452723043,391.47725416892655,393.8829040527344,69256300
2022-09-13,385.12289958268383,386.3401148745886,375.62495836439695,376.7558898925781,122947100
2022-09-14,378.06888185465044,379.72696312109224,374.85816099414626,378.1934814453125,85023700
2022-09-15,376.6216966581532,379.4969641524106,372.61549763585055,373.8997802734375,87633800
2022-09-16,369.6808595074374,371.71142432383016,367.7272411738179,371.0473937988281,103084800
2022-09-19,367.87158404857314,373.9248046875,367.7945788352634,373.9248046875,73278500
2022-09-20,370.56621099894414,371.58630989638016,366.8515167816559,369.6327209472656,77274900
