Date,Open,High,Low,Close,Volume
2022-07-22,20717.470703125,20788.4609375,20513.80078125,20609.140625,1327700000.0
2022-07-25,20516.33984375,20595.08984375,20353.6796875,20562.939453125,1377200000.0
2022-07-26,20676.6796875,20952.44921875,20631.8203125,20905.880859375,1701200000.0
2022-07-27,20684.48046875,20770.099609375,20572.419921875,20670.0390625,1729900000.0
2022-07-28,20705.4609375,20772.630859375,20533.419921875,20622.6796875,1965200000.0
2022-07-29,20647.44921875,20647.44921875,20050.05078125,20156.509765625,2181700000.0
2022-08-01,20026.599609375,20251.4296875,19883.919921875,20165.83984375,1970700000.0
2022-08-02,19943.16015625,19943.16015625,19515.5390625,19689.2109375,2291200000.0
2022-08-03,19865.689453125,19921.91015625,19685.48046875,19767.08984375,1789700000.0
2022-08-04,20011.25,20216.580078125,19995.4609375,20174.0390625,1924400000.0
2022-08-05,20283.58984375,20283.58984375,20096.5390625,20201.939453125,1635400000.0
2022-08-08,20065.349609375,20171.890625,19954.0390625,20045.76953125,1376900000.0
2022-08-09,20039.30078125,20250.869140625,19856.23046875,20003.439453125,1497200000.0
2022-08-10,19956.509765625,19956.509765625,19469.109375,19610.83984375,1730300000.0
2022-08-11,19840.5703125,20082.4296875,19789.9609375,20082.4296875,1600800000.0
2022-08-12,20158.2890625,20208.01953125,20011.380859375,20175.619140625,1567900000.0
2022-08-15,20038.48046875,20260.66015625,19984.0390625,20040.859375,1393400000.0
2022-08-16,20107.140625,20173.400390625,19662.609375,19830.51953125,1947800000.0
2022-08-17,19995.76953125,20069.849609375,19800.580078125,19922.44921875,1411800000.0
2022-08-18,19991.939453125,19991.939453125,19675.4609375,19763.91015625,1586600000.0
2022-08-19,19656.80078125,19898.1796875,19656.80078125,19773.029296875,1399800000.0
2022-08-22,19572.419921875,19825.9296875,19564.189453125,19656.98046875,1596100000.0
2022-08-23,19644.23046875,19701.55078125,19377.08984375,19503.25,1847500000.0
2022-08-24,19542.240234375,19542.240234375,19189.5390625,19268.740234375,1997600000.0
2022-08-25,19418.4609375,19990.310546875,19418.4609375,19968.380859375,1684300000.0
2022-08-26,20138.689453125,20185.150390625,20050.970703125,20170.0390625,1868900000.0
2022-08-29,19960.2890625,20073.939453125,19889.669921875,20023.220703125,1595200000.0
2022-08-30,20062.73046875,20062.73046875,19645.5703125,19949.029296875,1658900000.0
